                   0 a =     x, b =     x, cin = x, s =     x, cout = x
               24405 a = 52140, b = 13149, cin = 1, s = 65290, cout = 0
               24410 a = 53125, b = 55387, cin = 0, s = 65290, cout = 0
               24411 a = 53125, b = 55387, cin = 0, s =  4132, cout = 0
               24412 a = 53125, b = 55387, cin = 0, s =  4132, cout = 1
               24413 a = 53125, b = 55387, cin = 0, s = 34364, cout = 1
               24414 a = 53125, b = 55387, cin = 0, s = 35296, cout = 1
               24415 a = 53125, b = 55387, cin = 0, s = 43456, cout = 1
               24416 a = 53125, b = 55387, cin = 0, s = 42976, cout = 1
               24420 a = 15504, b = 59805, cin = 0, s = 42976, cout = 1
               24421 a = 15504, b = 59805, cin = 0, s = 25907, cout = 1
               24422 a = 15504, b = 59805, cin = 0, s = 25907, cout = 0
               24423 a = 15504, b = 59805, cin = 0, s = 42033, cout = 1
               24424 a = 15504, b = 59805, cin = 0, s =  9261, cout = 1
               24425 a = 15504, b = 59805, cin = 0, s =  9773, cout = 1
               24430 a = 22047, b =  1355, cin = 1, s =  9773, cout = 1
               24431 a = 22047, b =  1355, cin = 1, s = 41077, cout = 1
               24433 a = 22047, b =  1355, cin = 1, s = 63811, cout = 0
               24434 a = 22047, b =  1355, cin = 1, s = 32075, cout = 0
               24435 a = 22047, b =  1355, cin = 1, s = 23403, cout = 0
               24440 a = 32986, b = 16106, cin = 1, s = 23403, cout = 0
               24441 a = 32986, b = 16106, cin = 1, s = 46607, cout = 0
               24443 a = 32986, b = 16106, cin = 1, s = 49037, cout = 0
               24444 a = 32986, b = 16106, cin = 1, s = 49093, cout = 0
               24450 a = 55756, b = 23858, cin = 0, s = 49093, cout = 0
               24451 a = 55756, b = 23858, cin = 0, s = 34058, cout = 0
               24453 a = 55756, b = 23858, cin = 0, s = 13982, cout = 1
               24454 a = 55756, b = 23858, cin = 0, s = 14110, cout = 1
               24455 a = 55756, b = 23858, cin = 0, s = 14078, cout = 1
               24460 a = 52063, b = 47765, cin = 0, s = 14078, cout = 1
               24461 a = 52063, b = 47765, cin = 0, s = 50122, cout = 1
               24463 a = 52063, b = 47765, cin = 0, s = 26080, cout = 1
               24464 a = 52063, b = 47765, cin = 0, s = 34292, cout = 1
               24470 a = 34314, b = 26878, cin = 0, s = 34292, cout = 1
               24471 a = 34314, b = 26878, cin = 0, s =  6858, cout = 1
               24472 a = 34314, b = 26878, cin = 0, s =  6858, cout = 0
               24473 a = 34314, b = 26878, cin = 0, s =  3808, cout = 0
               24474 a = 34314, b = 26878, cin = 0, s = 61192, cout = 0
               24480 a = 56860, b =  8171, cin = 1, s = 61192, cout = 0
               24481 a = 56860, b =  8171, cin = 1, s = 49162, cout = 0
               24483 a = 56860, b =  8171, cin = 1, s = 64526, cout = 0
               24484 a = 56860, b =  8171, cin = 1, s = 65032, cout = 0
               24490 a = 49644, b = 62535, cin = 1, s = 65032, cout = 0
               24491 a = 49644, b = 62535, cin = 1, s =  2644, cout = 0
               24492 a = 49644, b = 62535, cin = 1, s =  2644, cout = 1
               24493 a = 49644, b = 62535, cin = 1, s = 46660, cout = 1
               24494 a = 49644, b = 62535, cin = 1, s = 54836, cout = 1
               24495 a = 49644, b = 62535, cin = 1, s = 46644, cout = 1
               24500 a = 39640, b = 21027, cin = 0, s = 46644, cout = 1
               24501 a = 39640, b = 21027, cin = 0, s = 19301, cout = 1
               24502 a = 39640, b = 21027, cin = 0, s = 19301, cout = 0
               24503 a = 39640, b = 21027, cin = 0, s = 61419, cout = 0
               24504 a = 39640, b = 21027, cin = 0, s = 60699, cout = 0
               24506 a = 39640, b = 21027, cin = 0, s = 60667, cout = 0
               24510 a =  8521, b =  4152, cin = 1, s = 60667, cout = 0
               24511 a =  8521, b =  4152, cin = 1, s =  5488, cout = 0
               24513 a =  8521, b =  4152, cin = 1, s = 12646, cout = 0
               24514 a =  8521, b =  4152, cin = 1, s = 12642, cout = 0
               24515 a =  8521, b =  4152, cin = 1, s = 12674, cout = 0
               24520 a =  7075, b =   472, cin = 0, s = 12674, cout = 0
               24521 a =  7075, b =   472, cin = 0, s =  6793, cout = 0
               24523 a =  7075, b =   472, cin = 0, s =  6555, cout = 0
               24524 a =  7075, b =   472, cin = 0, s =  7579, cout = 0
               24525 a =  7075, b =   472, cin = 0, s =  7547, cout = 0
               24530 a = 44677, b = 18055, cin = 1, s =  7547, cout = 0
               24531 a = 44677, b = 18055, cin = 1, s = 61187, cout = 0
               24533 a = 44677, b = 18055, cin = 1, s = 58637, cout = 0
               24534 a = 44677, b = 18055, cin = 1, s = 62733, cout = 0
               24540 a = 62154, b = 27393, cin = 1, s = 62733, cout = 0
               24541 a = 62154, b = 27393, cin = 1, s = 33988, cout = 0
               24543 a = 62154, b = 27393, cin = 1, s = 19918, cout = 1
               24544 a = 62154, b = 27393, cin = 1, s = 32716, cout = 1
               24545 a = 62154, b = 27393, cin = 1, s = 32204, cout = 1
               24546 a = 62154, b = 27393, cin = 1, s = 24012, cout = 1
               24550 a = 15910, b = 13149, cin = 1, s = 24012, cout = 1
               24551 a = 15910, b = 13149, cin = 1, s = 51580, cout = 1
               24553 a = 15910, b = 13149, cin = 1, s = 26996, cout = 0
               24554 a = 15910, b = 13149, cin = 1, s = 29028, cout = 0
               24556 a = 15910, b = 13149, cin = 1, s = 29060, cout = 0
               24560 a = 21820, b = 41564, cin = 0, s = 29060, cout = 0
               24561 a = 21820, b = 41564, cin = 0, s = 35742, cout = 0
               24563 a = 21820, b = 41564, cin = 0, s = 61336, cout = 1
               24564 a = 21820, b = 41564, cin = 0, s =  6040, cout = 1
               24565 a = 21820, b = 41564, cin = 0, s =  6040, cout = 0
               24566 a = 21820, b = 41564, cin = 0, s = 63384, cout = 0
               24570 a = 19062, b =  5879, cin = 0, s = 63384, cout = 0
               24571 a = 19062, b =  5879, cin = 0, s = 23673, cout = 0
               24573 a = 19062, b =  5879, cin = 0, s = 22637, cout = 0
               24574 a = 19062, b =  5879, cin = 0, s = 16749, cout = 0
               24576 a = 19062, b =  5879, cin = 0, s = 24941, cout = 0
               24580 a =  9464, b = 62739, cin = 0, s = 24941, cout = 0
               24581 a =  9464, b = 62739, cin = 0, s = 60423, cout = 0
               24583 a =  9464, b = 62739, cin = 0, s = 43211, cout = 1
               24584 a =  9464, b = 62739, cin = 0, s = 14859, cout = 1
               24586 a =  9464, b = 62739, cin = 0, s =  6667, cout = 1
               24590 a = 22074, b = 18735, cin = 1, s =  6667, cout = 1
               24591 a = 22074, b = 18735, cin = 1, s = 54516, cout = 1
               24593 a = 22074, b = 18735, cin = 1, s = 40130, cout = 0
               24594 a = 22074, b = 18735, cin = 1, s = 33098, cout = 0
               24595 a = 22074, b = 18735, cin = 1, s = 33130, cout = 0
               24596 a = 22074, b = 18735, cin = 1, s = 49002, cout = 0
               24598 a = 22074, b = 18735, cin = 1, s = 40810, cout = 0
               24600 a = 26541, b = 34728, cin = 0, s = 40810, cout = 0
               24601 a = 26541, b = 34728, cin = 0, s = 24699, cout = 0
               24603 a = 26541, b = 34728, cin = 0, s = 61309, cout = 0
               24604 a = 26541, b = 34728, cin = 0, s = 61269, cout = 0
               24610 a = 20509, b = 43249, cin = 0, s = 61269, cout = 0
               24611 a = 20509, b = 43249, cin = 0, s = 63420, cout = 0
               24613 a = 20509, b = 43249, cin = 0, s = 63694, cout = 0
               24614 a = 20509, b = 43249, cin = 0, s = 63758, cout = 0
               24620 a =  4328, b = 26677, cin = 0, s = 63758, cout = 0
               24621 a =  4328, b = 26677, cin = 0, s = 31039, cout = 0
               24623 a =  4328, b = 26677, cin = 0, s = 31005, cout = 0
               24630 a = 39024, b =  1354, cin = 0, s = 31005, cout = 0
               24631 a = 39024, b =  1354, cin = 0, s = 40186, cout = 0
               24633 a = 39024, b =  1354, cin = 0, s = 40122, cout = 0
               24634 a = 39024, b =  1354, cin = 0, s = 40890, cout = 0
               24636 a = 39024, b =  1354, cin = 0, s = 40378, cout = 0
               24640 a = 51428, b = 39861, cin = 1, s = 40378, cout = 0
               24641 a = 51428, b = 39861, cin = 1, s = 21456, cout = 0
               24642 a = 51428, b = 39861, cin = 1, s = 21456, cout = 1
               24643 a = 51428, b = 39861, cin = 1, s = 16920, cout = 1
               24644 a = 51428, b = 39861, cin = 1, s = 17050, cout = 1
               24645 a = 51428, b = 39861, cin = 1, s = 25754, cout = 1
               24650 a = 56289, b = 55771, cin = 1, s = 25754, cout = 1
               24651 a = 56289, b = 55771, cin = 1, s = 13809, cout = 1
               24653 a = 56289, b = 55771, cin = 1, s = 46521, cout = 1
               24654 a = 56289, b = 55771, cin = 1, s = 46525, cout = 1
               24660 a = 15009, b = 53943, cin = 1, s = 46525, cout = 1
               24661 a = 15009, b = 53943, cin = 1, s = 24465, cout = 1
               24662 a = 15009, b = 53943, cin = 1, s = 24465, cout = 0
               24663 a = 15009, b = 53943, cin = 1, s = 52561, cout = 1
               24664 a = 15009, b = 53943, cin = 1, s =  3417, cout = 1
               24670 a = 21493, b = 49357, cin = 0, s =  3417, cout = 1
               24671 a = 21493, b = 49357, cin = 0, s = 30326, cout = 1
               24673 a = 21493, b = 49357, cin = 0, s = 21174, cout = 1
               24674 a = 21493, b = 49357, cin = 0, s =  5282, cout = 1
               24676 a = 21493, b = 49357, cin = 0, s =  5314, cout = 1
               24680 a =  7560, b = 58821, cin = 1, s =  5314, cout = 1
               24681 a =  7560, b = 58821, cin = 1, s = 32694, cout = 1
               24683 a =  7560, b = 58821, cin = 1, s = 63292, cout = 0
               24684 a =  7560, b = 58821, cin = 1, s = 58190, cout = 0
               24685 a =  7560, b = 58821, cin = 1, s = 58190, cout = 1
               24686 a =  7560, b = 58821, cin = 1, s =   846, cout = 1
               24690 a =  1798, b = 10895, cin = 1, s =   846, cout = 1
               24691 a =  1798, b = 10895, cin = 1, s = 54922, cout = 1
               24693 a =  1798, b = 10895, cin = 1, s = 55686, cout = 0
               24694 a =  1798, b = 10895, cin = 1, s = 13206, cout = 0
               24695 a =  1798, b = 10895, cin = 1, s = 12694, cout = 0
               24700 a = 58571, b = 13788, cin = 1, s = 12694, cout = 0
               24701 a = 58571, b = 13788, cin = 1, s = 52488, cout = 0
               24703 a = 58571, b = 13788, cin = 1, s = 34948, cout = 1
               24704 a = 58571, b = 13788, cin = 1, s = 14504, cout = 1
               24705 a = 58571, b = 13788, cin = 1, s = 15016, cout = 1
               24706 a = 58571, b = 13788, cin = 1, s =  6824, cout = 1
               24710 a =   835, b = 34297, cin = 0, s =  6824, cout = 1
               24711 a =   835, b = 34297, cin = 0, s = 19716, cout = 1
               24713 a =   835, b = 34297, cin = 0, s =  1048, cout = 0
               24714 a =   835, b = 34297, cin = 0, s = 35164, cout = 0
               24715 a =   835, b = 34297, cin = 0, s = 35132, cout = 0
               24720 a =  8323, b = 34161, cin = 1, s = 35132, cout = 0
               24721 a =  8323, b = 34161, cin = 1, s = 43637, cout = 0
               24723 a =  8323, b = 34161, cin = 1, s = 43253, cout = 0
               24724 a =  8323, b = 34161, cin = 1, s = 42997, cout = 0
               24726 a =  8323, b = 34161, cin = 1, s = 42485, cout = 0
               24730 a = 62635, b = 49538, cin = 0, s = 42485, cout = 0
               24731 a = 62635, b = 49538, cin = 0, s = 13615, cout = 0
               24732 a = 62635, b = 49538, cin = 0, s = 13615, cout = 1
               24733 a = 62635, b = 49538, cin = 0, s = 46125, cout = 1
               24735 a = 62635, b = 49538, cin = 0, s = 46637, cout = 1
               24740 a = 65003, b =  7318, cin = 1, s = 46637, cout = 1
               24741 a = 65003, b =  7318, cin = 1, s = 25208, cout = 1
               24742 a = 65003, b =  7318, cin = 1, s = 25208, cout = 0
               24743 a = 65003, b =  7318, cin = 1, s = 55930, cout = 1
               24744 a = 65003, b =  7318, cin = 1, s =  6754, cout = 1
               24746 a = 65003, b =  7318, cin = 1, s =  6786, cout = 1
               24750 a =  1117, b = 39959, cin = 0, s =  6786, cout = 1
               24751 a =  1117, b = 39959, cin = 0, s = 25524, cout = 1
               24753 a =  1117, b = 39959, cin = 0, s = 21168, cout = 0
               24754 a =  1117, b = 39959, cin = 0, s = 41076, cout = 0
               24755 a =  1117, b = 39959, cin = 0, s = 32884, cout = 0
               24756 a =  1117, b = 39959, cin = 0, s = 41076, cout = 0
               24760 a = 44028, b = 54968, cin = 1, s = 41076, cout = 0
               24761 a = 44028, b = 54968, cin = 1, s = 17787, cout = 0
               24762 a = 44028, b = 54968, cin = 1, s = 17787, cout = 1
               24763 a = 44028, b = 54968, cin = 1, s = 18481, cout = 1
               24764 a = 44028, b = 54968, cin = 1, s = 32949, cout = 1
               24765 a = 44028, b = 54968, cin = 1, s = 33461, cout = 1
               24770 a = 11207, b = 52814, cin = 0, s = 33461, cout = 1
               24771 a = 11207, b = 52814, cin = 0, s =  6777, cout = 1
               24772 a = 11207, b = 52814, cin = 0, s =  6777, cout = 0
               24773 a = 11207, b = 52814, cin = 0, s =  6917, cout = 0
               24774 a = 11207, b = 52814, cin = 0, s = 64021, cout = 0
               24775 a = 11207, b = 52814, cin = 0, s = 63509, cout = 0
               24776 a = 11207, b = 52814, cin = 0, s = 64021, cout = 0
               24780 a = 54266, b = 60374, cin = 1, s = 64021, cout = 0
               24781 a = 54266, b = 60374, cin = 1, s = 10161, cout = 0
               24782 a = 54266, b = 60374, cin = 1, s = 10161, cout = 1
               24783 a = 54266, b = 60374, cin = 1, s = 47003, cout = 1
               24784 a = 54266, b = 60374, cin = 1, s = 57297, cout = 1
               24785 a = 54266, b = 60374, cin = 1, s = 49105, cout = 1
               24790 a =   879, b = 62172, cin = 1, s = 49105, cout = 1
               24791 a =   879, b = 62172, cin = 1, s = 30286, cout = 1
               24792 a =   879, b = 62172, cin = 1, s = 30286, cout = 0
               24793 a =   879, b = 62172, cin = 1, s = 62826, cout = 0
               24794 a =   879, b = 62172, cin = 1, s = 63052, cout = 0
               24795 a =   879, b = 62172, cin = 1, s = 62540, cout = 0
               24796 a =   879, b = 62172, cin = 1, s = 63052, cout = 0
               24800 a = 50948, b = 50743, cin = 1, s = 63052, cout = 0
               24801 a = 50948, b = 50743, cin = 1, s =  1740, cout = 0
               24802 a = 50948, b = 50743, cin = 1, s =  1740, cout = 1
               24803 a = 50948, b = 50743, cin = 1, s = 36444, cout = 1
               24804 a = 50948, b = 50743, cin = 1, s = 36700, cout = 1
               24805 a = 50948, b = 50743, cin = 1, s = 36668, cout = 1
               24806 a = 50948, b = 50743, cin = 1, s = 36156, cout = 1
